Diumenge	O
,	O
1858	O
.	O
Barcelona	LOC
,	O
Libr	O
.	O
de	O
Juan	O
Bastinos	O
é	O
hijo	O
,	O
1862	O
.	O
Gràcia	O
-LRB-	O
Barcelona	LOC
-RRB-	O
,	O
Estampa	O
de	O
Gayetá	O
Campins	O
,	O
1879	O
.	O
Barcelona	LOC
,	O
en	O
la	O
Imprenta	O
de	O
Carlos	O
Gibert	O
y	O
Tutó	O
,	O
1791	O
.	O
València	LOC
,	O
en	O
la	O
Imprenta	ORG
de	ORG
Joseph	ORG
y	ORG
Thomàs	ORG
de	ORG
Orga	ORG
,	O
1773	O
.	O
Mallorca	LOC
,	O
en	O
la	O
oficina	O
de	O
la	O
Viuda	O
Frau	O
Impresora	O
de	O
la	O
Real	O
Audiencia	O
,	O
1751	O
.	O
Tarragona	LOC
,	O
por	O
Magin	O
Canals	O
...	O
,	O
-LSB-	O
1789	O
-RSB-	O
.	O
Barcelona	LOC
,	O
F.	O
Badia	O
,	O
1905	O
.	O
Barcelona	LOC
,	O
Fidel	O
Giró	O
,	O
1886	O
.	O
Barcelona	LOC
,	O
Impr	O
.	O
Enrich	O
y	O
Cº	O
,	O
1891	O
.	O
Barcelona	LOC
,	O
por	O
Francisco	PERS
Suriá	PERS
y	PERS
Burgada	PERS
...	O
,	O
1790	O
.	O
València	LOC
,	O
Ajuntament	O
de	O
València	LOC
,	O
1981	O
.	O
València	LOC
,	O
Librerías	O
París	LOC
-	O
Valencia	LOC
,	O
1991	O
.	O
València	LOC
,	O
per	O
Lope	O
de	O
Roqua	O
,	O
1497	O
València	LOC
,	O
del	O
Cenia	O
al	O
Segura	O
,	O
1990	O
.	O
València	LOC
,	O
Librerías	O
París-Valencia	LOC
,	O
1979	O
.	O
Lima	LOC
,	O
Imprenta	O
de	O
La	O
Tribuna	O
,	O
1884	O
Lima	LOC
,	O
Impresiones	O
y	O
Encuadernaciones	O
Perú	O
,	O
1928	O
Lima	LOC
,	O
Imprenta	O
Torres	O
Aguirre	O
,	O
1929	O
Lima	LOC
,	O
La	O
Opinión	O
Nacional	O
,	O
1923	O
Lima	LOC
,	O
Librería	O
e	O
Imprenta	O
Gil	O
,	O
1919	O
Lima	LOC
,	O
Librería	O
e	O
Imprenta	O
Gil	O
,	O
1922	O
Lima	LOC
,	O
Librería	O
e	O
Imprenta	O
Gil	O
,	O
1926	O
Lima	LOC
,	O
Imprenta	O
Bacigalupi	O
,	O
1890	O
Lima	LOC
,	O
Imprenta	O
y	O
Librería	O
San	O
Martí	O
y	O
Cª	O
,	O
1920	O
Buenos	LOC
Aires	LOC
,	O
Imprenta	O
del	O
Comercio	O
,	O
1873	O
La	O
Plata	O
,	O
Talleres	O
Gráficos	O
Joaquín	O
Sesé	O
,	O
1910	O
.	O
Barcelona	LOC
,	O
por	O
D.	O
Juan	O
Francisco	O
Piferrer	O
,	O
Impresor	O
de	O
S.M.	O
,	O
1828	O
.	O
Barcelona	LOC
,	O
Librería	O
de	O
Juan	O
y	O
Antonio	O
Bastinos	O
,	O
1883	O
.	O
Barcelona	LOC
,	O
Ramón	O
Sopena	O
,	O
-LSB-	O
1917	O
-RSB-	O
.	O
Barcelona	LOC
,	O
Antonio	PERS
J.	PERS
Bastinos	PERS
,	O
1908	O
Barcelona	LOC
,	O
Antonio	PERS
J.	PERS
Bastinos	PERS
,	O
1904	O
.	O
Barcelona	LOC
,	O
Antonio	PERS
J.	PERS
Bastinos	PERS
,	O
1905	O
.	O
Barcelona	LOC
,	O
Antonio	PERS
J.	PERS
Bastinos	PERS
,	O
1899	O
.	O
Barcelona	LOC
,	O
Antonio	PERS
J.	PERS
Bastinos	PERS
,	O
1902	O
.	O
Argentina	LOC
,	O
Norma	O
Vigo	LOC
,	O
1969	O
Barcelona	LOC
,	O
Antonio	PERS
J.	PERS
Bastinos	PERS
,	O
1908	O
.	O
Zaragoza	LOC
,	O
Juan	O
de	O
Ybar	O
,	O
1655	O
Mataró	O
,	O
Imprenta	O
de	O
D.Pedro	O
Vives	O
,	O
1873	O
.	O
Barcelona	LOC
,	O
Librería	O
de	O
Antonio	PERS
J.	PERS
Bastinos	PERS
,	O
1895	O
.	O
París	LOC
,	O
Librería	O
Europea	O
de	O
Baudry	O
,	O
1838	O
Granada	LOC
,	O
Tip	O
.	O
Vda	O
.	O
e	O
Hijos	O
de	O
Sabatel	PERS
,	O
1898	O
.	O
Barcelona	LOC
,	O
por	O
D.	O
Juan	O
Francisco	O
Piferrer	O
,	O
1828	O
Puigcerdá	O
,	O
Impr	O
.	O
y	O
Llib.de	O
Joan	O
Diumenge	O
,	O
1858	O
.	O
Barcelona	LOC
,	O
Establecimiento	O
Tipográfico	O
de	O
Hijos	O
de	O
Jaime	PERS
Jepús	PERS
,	O
1899	O
.	O
Olot	O
,	O
Impr.de	O
Planadevall	O
,	O
1900	O
.	O
Barcelona	LOC
,	O
Tomas	O
Gorchs	O
,	O
1817	O
.	O
Valencia	LOC
,	O
en	O
casa	O
de	O
Pedro	O
Patricio	O
Mey	O
,	O
1631	O
.	O
Paris	LOC
,	O
L.	O
Curmer	O
,	O
1841	O
.	O
Barcelona	LOC
,	O
per	O
Pau	O
Campins	O
,	O
1724	O
.	O
Barcelona	LOC
,	O
por	O
los	O
Consortes	O
Sierra	O
,	O
Oliver	O
y	O
Martí	O
...	O
,	O
1789	O
Buenos	LOC
Aires	LOC
,	O
Ediciones	O
Argentinas	O
Solar	O
,	O
1942	O
.	O
Buenos	LOC
Aires	LOC
,	O
Imprenta	O
del	O
Estado	O
,	O
1835	O
.	O
La	LOC
Habana	LOC
,	O
Imprenta	O
y	O
Papelería	O
de	O
Rambla	O
,	O
Bouza	O
y	O
Cía.	O
,	O
1930	O
Buenos	LOC
Aires	LOC
,	O
Editorial	O
Pleamar	O
,	O
1947	O
La	LOC
Habana	LOC
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
Uca	O
García	O
y	O
Cía	O
,	O
-LSB-	O
1934	O
-RSB-	O
Valencia	LOC
,	O
Tipografía	O
Moderna	O
,	O
1937	O
Barcelona	LOC
,	O
Llibreria	O
d'Alvar	O
Verdaguer	O
,	O
1900	O
La	LOC
Habana	LOC
,	O
Unión	O
de	O
Escritores	O
y	O
Artistas	O
de	O
Cuba	O
,	O
1978	O
Italia	LOC
.	O
Italia	LOC
Italia	LOC
.	O
Brescia	LOC
Italia	LOC
.	O
Bolonia	O
Caracas	LOC
,	O
Imprenta	O
de	O
Fermín	O
Romero	O
,	O
1830	O
-	O
.	O
Interrumpida	O
entre	O
noviembre	O
de	O
1830	O
y	O
septiembre	O
de	O
1831	O
.	O
Caracas	LOC
,	O
Imprentar	O
Bolívar	O
1863	O
Caracas	LOC
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1833	O
-	O
.	O
Caracas	LOC
,	O
en	O
la	O
Imprenta	O
de	O
Gallagher	O
y	O
Lamb.	O
,	O
1810	O
.	O
Caracas	LOC
,	O
Imprenta	O
de	O
Juan	O
Baillio	O
,	O
1811	O
.	O
Caracas	LOC
,	O
Litografía	O
Venezolana	O
Celestino	O
Martínez	O
,	O
-LSB-	O
1850-1855	O
-RSB-	O
.	O
Valencia	LOC
,	O
Imprenta	O
Venezolana	O
por	O
Joaquín	O
Permaner	O
,	O
1830	O
.	O
-LSB-	O
Caracas	LOC
-RSB-	O
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1834	O
.	O
Caracas	LOC
,	O
Lit	O
.	O
del	O
Comercio	O
Caracas	LOC
,	O
1893	O
.	O
Caracas	LOC
,	O
Imprenta	O
de	O
V.	O
Espinal	O
,	O
1850	O
.	O
Caracas	LOC
,	O
Litografía	O
de	O
la	O
Sociedad	O
,	O
1877-1878	O
.	O
Caracas	LOC
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1821	O
.	O
Caracas	LOC
,	O
Imprenta	O
de	O
Tomás	O
Antero	O
,	O
1839	O
.	O
Mérida	LOC
,	O
El	O
Lápiz	O
,	O
1899	O
.	O
Caracas	LOC
,	O
Imprenta	O
de	O
Tomás	O
Antero	O
,	O
1833	O
.	O
Caracas	LOC
,	O
Bolet	O
Hermanos	O
Editores	O
,	O
1866	O
.	O
Caracas	LOC
,	O
Imprenta	O
de	O
Damiron	O
y	O
Dupouy	O
,	O
1833	O
.	O
Cervera	O
,	O
en	O
la	O
Estampa	O
de	O
la	O
Rl	O
.	O
Univ.	O
per	O
Joseph	O
Barber	O
y	O
Comp.	O
,	O
-LSB-	O
ca.	O
1750	O
-RSB-	O
.	O
Valencia	LOC
,	O
por	O
Joseph	O
Thomas	O
de	O
Orga	O
,	O
1776	O
Valencia	LOC
,	O
por	O
Antonio	O
Bordazar	O
de	O
Artazù	O
,	O
año	O
1738	O
Espanya	LOC
.	O
Cervera	O
Lerida	LOC
,	O
por	O
Don	O
Candido	O
Esdrujulo	O
,	O
1725	O
.	O
Espanya	LOC
.	O
València	LOC
Tiana	O
:	O
Ruperto	O
Regordosa	O
,	O
ca.	O
1903	O
.	O
Barcelona	LOC
,	O
Por	O
Antonio	O
la	O
Cavallería	O
,	O
1677	O
Caracas	LOC
,	O
Imprenta	O
de	O
Tomás	O
Antero	O
,	O
1852	O
.	O
Caracas	LOC
-LRB-	O
Venezuela	O
-RRB-	O
,	O
Librería	O
y	O
Editorial	O
del	O
Maestro	O
,	O
1946	O
París	LOC
,	O
Lith	O
.	O
De	O
Thierry	O
Freres	O
,	O
1840	O
.	O
París	LOC
,	O
Vda	O
.	O
de	O
C.	O
Bouret	O
,	O
1901	O
.	O
Caracas	LOC
,	O
1808	O
-	O
.	O
Maracaibo	O
,	O
Est.	O
.	O
Calle	O
del	O
Comercio	O
.	O
Angostura	O
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1818	O
.	O
Caracas	LOC
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1840	O
-	O
.	O
Caracas	LOC
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1836	O
-	O
.	O
Santafé	O
de	O
Bogotá	LOC
,	O
Imprenta	O
del	O
Estado	O
,	O
1818	O
.	O
Santafé	O
,	O
en	O
la	O
Imprenta	O
del	O
Estado	O
,	O
por	O
el	O
C.J.M.	O
Ríos	O
,	O
Impresor	O
del	O
Congreso	O
,	O
Año	O
5º	O
de	O
la	O
Independencia	O
-LSB-	O
1815	O
-RSB-	O
.	O
Cartagena	LOC
de	O
Indias	O
,	O
Imprenta	O
de	O
la	O
Capitanía	O
General	O
,	O
por	O
D.	O
Manuel	O
González	O
y	O
Pujol	O
,	O
1815	O
.	O
Cartagena	LOC
de	O
Indias	O
,	O
Imprenta	O
de	O
la	O
Capitanía	O
General	O
,	O
por	O
D.	PERS
Ramón	PERS
León	PERS
del	PERS
Pozo	PERS
,	O
1816	O
.	O
Londres	LOC
,	O
John	O
Tallis	O
&	O
Company	O
,	O
-LSB-	O
1845-1851	O
-RSB-	O
.	O
Holanda	LOC
.	O
Amsterdam	LOC
Alemania	LOC
.	O
Munich	O
Alemania	LOC
.	O
Augsburgo	O
Buenos	LOC
Aires	LOC
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
-LSB-	O
1956	O
-RSB-	O
.	O
Santafé	O
de	O
Bogotá	LOC
,	O
Imprenta	O
del	O
Estado	O
,	O
1819	O
.	O
Bogotá	LOC
,	O
Imprenta	O
de	O
Espinosa	O
,	O
1821	O
.	O
-LSB-	O
Bogotá	LOC
,	O
Imprenta	O
de	O
Espinosa	O
-RSB-	O
,	O
1825	O
.	O
Caracas	LOC
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
-LSB-	O
1930-1940	O
-RSB-	O
.	O
Caracas	LOC
,	O
Bolívar	O
Films	O
,	O
1941	O
.	O
Caracas	LOC
,	O
Laboratorios	O
Cinematográficos	O
Nacionales	O
,	O
1932	O
.	O
Barquisimeto	O
,	O
Venezuela	O
Film	O
,	O
-LSB-	O
1928	O
?	O
-RSB-	O
.	O
Caracas	LOC
,	O
Bolívar	O
Films	O
,	O
1949	O
.	O
Caracas	LOC
,	O
Producciones	O
Cinematográficas	O
Alcort	O
,	O
1930	O
.	O
-LSB-	O
México	LOC
-RSB-	O
,	O
Clasa	O
Films	O
Mundiales	O
,	O
1943	O
.	O
Santafé	O
,	O
en	O
la	O
Impr	O
.	O
del	O
Estado	O
,	O
por	O
el	O
C.J.M.	O
Ríos	O
,	O
Impresor	O
de	O
las	O
P.P.	O
de	O
N.G.	O
,	O
-LSB-	O
1813	O
-RSB-	O
.	O
Lima	LOC
,	O
Imprenta	O
del	O
Estado	O
,	O
por	O
J.	O
González	O
,	O
1825	O
.	O
Bogotá	LOC
,	O
Imprenta	O
de	O
Salazar	O
,	O
por	O
Valentín	O
Martines	O
,	O
1826	O
.	O
Lima	LOC
,	O
Imprenta	O
del	O
Estado	O
por	O
J.	O
González	O
,	O
1827	O
.	O
Bogotá	LOC
,	O
Impr	O
.	O
de	O
Bruno	O
Espinosa	O
,	O
1827	O
.	O
Bogotá	LOC
,	O
Imp	O
.	O
de	O
P.C.	O
,	O
-LSB-	O
1827	O
-RSB-	O
.	O
Bogotá	LOC
,	O
Imp	O
.	O
de	O
Bruno	O
Espinosa	O
,	O
1827	O
.	O
Bogotá	LOC
,	O
Impreso	O
por	O
J.A.	O
Cualla	O
,	O
1828	O
.	O
Valencia	LOC
,	O
Imprenta	O
Republicana	O
a	O
cargo	O
de	O
Joaquín	O
Permañer	O
,	O
1827	O
.	O
Bogotá	LOC
,	O
Impr	O
.	O
de	O
B.	O
Espinosa	O
,	O
1828	O
.	O
Buenos	LOC
Aires	LOC
,	O
Imprenta	O
de	O
laRevista	O
''	O
,	O
1854	O
Bogotá	LOC
,	O
Reimpresa	O
en	O
la	O
N.	O
Lora	O
;	O
por	O
Juan	O
N.	O
Narros	O
,	O
1828	O
.	O
Rionegro	O
,	O
en	O
la	O
imprenta	O
de	O
Manuel	O
Antonio	O
Balcazar	O
,	O
1829	O
.	O
Bogotá	LOC
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1830	O
.	O
Bogotá	LOC
,	O
J.A.	O
Cualla	O
,	O
1830	O
.	O
Bogotá	LOC
,	O
Impr	O
.	O
de	O
B.	O
Espinosa	O
por	O
José	O
Ayarza	O
,	O
1830	O
.	O
Bogotá	LOC
,	O
por	O
Andrés	O
Roderick	O
,	O
19	O
de	O
octubre	O
de	O
1830	O
.	O
-LSB-	O
Caracas	LOC
-RSB-	O
,	O
Impr	O
.	O
de	O
Juan	O
Baillio	O
,	O
-LSB-	O
1813	O
-RSB-	O
.	O
Santafé	O
de	O
Bogotá	LOC
,	O
Imprenta	O
del	O
Estado	O
,	O
1814	O
.	O
Santafé	O
de	O
Bogotá	LOC
,	O
Imprenta	O
del	O
Estado	O
,	O
Año	O
segundo	O
de	O
la	O
Independencia	O
-LSB-	O
1814	O
-RSB-	O
.	O
Cartagena	LOC
de	O
Indias	O
,	O
en	O
la	O
impr	O
.	O
del	O
Gobierno	O
,	O
por	O
el	O
C.	O
Manuel	O
González	O
y	O
Pujol	O
,	O
1815	O
.	O
València	LOC
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
-LRB-	O
Gráficas	O
Soler	O
-RRB-	O
,	O
1975	O
Valencia	LOC
,	O
Imp	O
.	O
de	O
F.	O
Vives	O
Mora	O
,	O
1896	O
.	O
Buenos	LOC
Aires	LOC
,	O
Librería	O
La	O
Facultad	O
,	O
por	O
Juan	O
Roldán	O
,	O
1916	O
.	O
Buenos	LOC
Aires	LOC
,	O
Librería	O
La	O
Facultad	O
,	O
por	O
Juan	O
Roldán	O
,	O
1916	O
.	O
Barcelona	LOC
,	O
Estampa	O
den	O
Celesti	O
Verdaguer	O
,	O
1879	O
México	LOC
D.F.	O
,	O
Editorial	O
Pedro	O
Robredo	O
,	O
1943	O
.	O
Barcelona	LOC
,	O
Estampa	O
de	O
la	O
Renaxensa	O
,	O
1874	O
.	O
Valencia	LOC
,	O
por	O
Claudio	O
Mace	O
,	O
al	O
Colegio	O
del	O
Patriarcha	O
,	O
1642	O
Caracas	LOC
,	O
Imprenta	O
de	O
Juan	O
Basilio	O
,	O
impresor	O
del	O
gobierno	O
,1813	O
.	O
Barcelona	LOC
-LRB-	O
Sant	O
Martí	O
-RRB-	O
,	O
Imprempta	O
La	O
Moderna	O
,	O
1907	O
.	O
Buenos	LOC
Aires	LOC
,	O
Espasa-Calpe	ORG
,	O
1946	O
.	O
-LSB-	O
Granada	LOC
-RSB-	O
,	O
Universidad	O
de	O
Granada	LOC
,	O
1953	O
Madrid	LOC
;	O
Barcelona	LOC
,	O
Alfaguara	O
,	O
1972	O
.	O
Buenos	LOC
Aires	LOC
,	O
Editorial	O
Bajel	O
,	O
1943	O
.	O
Caracas	LOC
,	O
Imp	O
.	O
de	O
G.F.	O
Devisme	O
,	O
1830	O
Valencia	LOC
-LRB-	O
Venezuela	O
-RRB-	O
,	O
Imp	O
.	O
venezolana	O
de	O
Joaquín	O
Permañer	O
,	O
1830	O
.	O
Caracas	LOC
,	O
Imp	O
.	O
de	O
Gallagher	O
y	O
Lamb	O
,	O
1810	O
Espanya	LOC
.	O
Girona	LOC
Barcelona	LOC
,	O
Imp	O
.	O
de	O
Antonio	O
Bergnes	O
y	O
Compañía	O
,	O
1839-1840	O
Cervera	O
,	O
Imp	O
.	O
de	O
la	O
Pontificia	O
,	O
y	O
Real	O
Universitat	O
,	O
1796	O
.	O
Olot	O
,	O
per	O
Joseph	O
Rovira	O
,	O
-LSB-	O
ca.	O
1716	O
-RSB-	O
.	O
Buenos	LOC
Aires	LOC
,	O
Editorial	O
Sudamericana	O
,	O
-LRB-	O
1950	O
-RRB-	O
.	O
Barcelona	LOC
,	O
Abadia	O
de	O
Montserrat	O
,	O
1989	O
.	O
México	LOC
,	O
Libro	O
Mex	O
,	O
1959	O
.	O
Santiago	LOC
de	LOC
Chile	LOC
,	O
Editorial	O
Nascimento	O
,	O
1926	O
.	O
En	O
Lisboa	LOC
,	O
por	O
Manuel	O
Silva	O
,	O
1641	O
En	O
Zaragoza	LOC
,	O
por	O
Juan	O
de	O
Ybar	O
,	O
1663	O
En	O
Barcelona	LOC
,	O
Imp	O
.	O
de	O
Joseph	O
Llopis	O
,	O
1685	O
Germany	O
,	O
University	O
of	O
Tübingen	O
,	O
2002	O
Portland	O
,	O
Oregon	O
,	O
USA	O
Almagro	LOC
-LRB-	O
Ciudad	O
Real	O
-RRB-	O
,	O
2001	O
Darmstadt	O
-LRB-	O
Germany	O
-RRB-	O
,	O
2001	O
Darmstadt	O
-LRB-	O
Germany	O
-RRB-	O
,	O
2001	O
.	O
Barcelona	LOC
,	O
Estampa	O
de	O
Francisco	O
Altés	O
,	O
1891	O
Barcelona	LOC
,	O
por	O
la	O
viuda	O
Piferrer	O
,	O
vendese	O
en	O
su	O
libreria	O
administrada	O
por	O
Juan	O
Sellent	O
,	O
-LSB-	O
1786	O
o	O
post	O
.	O
-RSB-	O
Valencia	LOC
,	O
Cristofol	O
Cofman	O
,	O
28	O
de	O
gener	O
,	O
1499	O
.	O
Seuilla	LOC
:	O
Meynardo	O
Ungut	O
y	O
Estanislao	O
Polono	O
,	O
compañeros	O
,	O
29	O
decembre	O
,	O
1495	O
London	LOC
,	O
printed	O
for	O
Harrison	O
and	O
Co.	O
,	O
1782	O
València	LOC
Londres	LOC
,	O
J.	O
y	O
R.	O
Tonson	O
,	O
1737	O
.	O
Barcelona	LOC
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1904	O
Lisboa	LOC
,	O
por	O
Pedro	O
Crasbeeck	O
,	O
1602	O
Buenos	LOC
Aires	LOC
,	O
EdicionesSolar	O
''	O
,	O
-LSB-	O
1943	O
-RSB-	O
.	O
Buenos	LOC
Aires	LOC
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1852	O
.	O
Lima	LOC
,	O
Imp	O
.	O
deLa	O
acción	O
popular	O
''	O
,	O
1912	O
Mèxic	O
,	O
Patronat	O
dels	O
Jocs	O
Florals	O
de	O
la	O
Llengua	O
Catalana	O
de	O
Mèxic	O
,	O
1958	O
.	O
Santiago	O
de	O
Xile	O
,	O
Agrupació	O
Patriòtica	O
Catalana	O
,	O
1943	O
.	O
Barcelona	LOC
,	O
Silveri	O
Lleixà	O
,	O
1820	O
.	O
Manresa	LOC
,	O
Impr	O
.	O
de	O
Pau	O
Roca	O
,	O
1866	O
.	O
Espanya	LOC
.	O
Manresa	LOC
Sevilla	LOC
.	O
España	LOC
Palma	LOC
,	O
Imp	O
.	O
de	O
D.	O
Felipe	O
Guasp	O
,	O
1845	O
.	O
Barcelona	LOC
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1902	O
-	O
-LSB-	O
1914	O
-RSB-	O
.	O
Felanitx	O
,	O
Imprempta	O
d'en	O
Bartoméu	O
Rèus	O
,	O
1905-1906	O
Barcelona	LOC
,	O
en	O
casa	O
de	O
Sebastián	PERS
de	PERS
Cormellas	PERS
,	O
1592	O
Valencia	LOC
,	O
en	O
casa	O
de	O
la	O
viuda	O
de	O
Joan	PERS
Mey	PERS
Flandro	O
,	O
1558	O
.	O
Barcelona	LOC
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1890	O
.	O
Manrèsa	O
,	O
Imp	O
.	O
de	O
Sant	O
Josep	O
,	O
1901	O
.	O
Buenos	LOC
Aires	LOC
,	O
Academia	O
Argentina	LOC
de	O
Letras	O
,	O
1947	O
.	O
Paris	LOC
,	O
Imprenta	O
de	O
E.	O
Thunot	O
y	O
Cía	O
,	O
1854	O
.	O
Buenos	LOC
Aires	LOC
,	O
Editorial	O
Huarpes	O
,	O
1945	O
.	O
Buenos	LOC
Aires	LOC
,	O
Imprenta	O
del	O
Estado	O
,	O
1836	O
Buenos	LOC
Aires	LOC
,	O
Imprenta	O
del	O
Estado	O
,	O
1835	O
Bélgica	LOC
.	O
Amberes	LOC
,	O
1669	O
Barcelona	LOC
,	O
por	O
Sebastian	PERS
de	PERS
Cormellas	PERS
,	O
y	O
a	O
su	O
costa	O
,	O
1618	O
.	O
En	O
Zaragoza	LOC
,	O
por	O
Pedro	O
Verges	O
,	O
1641	O
.	O
Alcoy	O
,	O
Imp	O
.	O
y	O
Lit	O
.	O
de	O
la	O
Viuda	O
é	O
hijos	O
de	O
Martí	O
,	O
1855	O
.	O
Alcoy	O
,	O
Imp	O
.	O
y	O
Lit	O
.	O
de	O
la	O
Viuda	O
é	O
hijos	O
de	O
Martí	O
,	O
1855	O
.	O
--	O
Edició	O
facsímil	O
:	O
València	LOC
,	O
Librerías	O
Paris-Valencia	LOC
,	O
1992	O
.	O
--	O
Edició	O
per	O
al	O
Projecte	O
Biblioteca	O
Dramàtica	O
Valenciana	O
Sevilla	LOC
,	O
Imprenta	O
de	O
D.	O
Eduardo	O
Hidalgo	O
y	O
Compañía	O
,	O
1859	O
,	O
3ª	O
ed	O
.	O
Buenos	LOC
Aires	LOC
,	O
Espasa	O
Calpe	O
,	O
1951	O
.	O
Buenos	LOC
Aires	LOC
,	O
Espasa	O
Calpe	O
,	O
1947	O
.	O
Buenos	LOC
Ayres	O
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1824	O
.	O
Buenos	LOC
Aires	LOC
,	O
El	O
Ateneo	O
,	O
1948	O
.	O
Buenos	LOC
Aires	LOC
,	O
Academia	O
Argentina	LOC
de	O
Letras	O
,	O
1933	O
Mexico	LOC
D.F.	O
,	O
B.	O
Costa-Amic	O
,	O
1946	O
.	O
-LRB-	O
Biblioteca	O
Catalana	O
-RRB-	O
.	O
México	LOC
,	O
Salvat	O
Papasseit	O
,	O
1944	O
Buenos	LOC
Aires	LOC
,	O
N.	O
Tommasi	O
&	O
Cª	O
,	O
editores	O
,	O
1888	O
.	O
Buenos	LOC
Aires	LOC
,	O
1931	O
Buenos	LOC
Aires	LOC
,	O
Arnold	O
Moen	O
y	O
hermano	O
,	O
1907	O
-	O
.	O
Murcia	LOC
,	O
Luis	O
Beros	O
,	O
1617	O
.	O
Zaragoza	LOC
,	O
por	O
Pedro	O
Verges	O
,	O
1626	O
.	O
Buenos	LOC
Aires	LOC
,	O
Imprenta	O
Argentina	LOC
,	O
1837	O
Zamora	LOC
,	O
Centenera	O
,	O
1482	O
.	O
Valencia	LOC
,	O
1514	O
Barcelona	LOC
,	O
Biblioteca	O
Clásica	O
Española	O
,	O
1885	O
.	O
Palmae	O
:	O
apud	O
Petrum	O
Antonium	O
Capó	O
...	O
vendense	O
en	O
la	O
mesma	O
imprenta	O
...	O
,	O
1725	O
Barcelona	LOC
:	O
Impr	O
.	O
de	O
Antonio	O
Ferrer	O
,	O
y	O
Baltazar	O
Ferrer	O
,	O
1689	O
.	O
Barcinone	O
,	O
Gabriellis	O
Graells	O
&	O
Geraldi	O
Dotil	O
,	O
1608	O
.	O
Barcelona	LOC
,	O
per	O
Gabriel	O
Noguès	O
,	O
1645	O
.	O
Italia	LOC
.	O
Venècia	O
-LSB-	O
Barcelona	LOC
,	O
Carles	O
Amorós	O
,	O
post	O
.	O
a	O
1539	O
-RSB-	O
.	O
Tarragona	LOC
,	O
en	O
casa	O
Gabriel	O
Roberto	O
,	O
1636	O
Barcelona	LOC
,	O
Imprenta	O
de	O
Matevat	O
,	O
1681	O
.	O
Valencia	LOC
,	O
en	O
casa	O
de	O
Pere	O
Patricio	O
Mey	O
,	O
1605	O
.	O
Londres	LOC
,	O
Ackermann	O
,	O
1823-1825	O
Salamanca	LOC
,	O
Imp	O
.	O
A.	O
Villagordo	O
y	O
P.	O
Ortiz	O
Gómez	O
,	O
1752	O
.	O
Málaga	O
,	O
Imprenta	O
y	O
Librería	O
de	O
D.	O
Francisco	O
Gil	O
de	O
Montes	O
,	O
1850	O
Alicante	LOC
,	O
Imprenta	O
de	O
Antonio	O
Seva	O
,	O
1886	O
Alicante	LOC
:	O
Imp	O
.	O
y	O
lit	O
.	O
de	O
la	O
V.	O
de	O
Carratalá	O
,	O
1860	O
Buenos	LOC
Aires	LOC
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1939	O
Buenos	LOC
Aires	LOC
,	O
Imprenta	O
Argentina	LOC
,	O
1834	O
.	O
-LSB-	O
Barcelona	LOC
-RSB-	O
,	O
Ministerio	O
de	O
Instrucción	O
Pública	O
,	O
1936	O
.	O
Barcelona	LOC
,	O
en	O
casa	O
Llorens	O
Déu	O
,	O
1639	O
.	O
Barcelona	LOC
,	O
Sebastia	O
de	O
Cormellas	O
Mercader	O
,	O
1641	O
.	O
Nàpols	O
Lerida	LOC
,	O
por	O
Luys	O
Manescal	O
,	O
1616	O
.	O
Barcelona	LOC
,	O
en	O
casa	O
de	O
Pere	O
Regner	O
,	O
1566	O
.	O
Barcelona	LOC
:	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1549	O
Hispalis	O
,	O
Paulus	O
de	O
Colonia	LOC
et	O
socii	O
alemani	O
,	O
impens	O
.	O
Martini	O
Almodouar	O
,	O
12	O
març	O
,	O
1491	O
Italia	LOC
.	O
Nàpols	O
París	LOC
,	O
Belín	O
Hermanos	O
,	O
1909	O
Salamanca	LOC
,	O
Hans	O
Gysser	O
,	O
1507	O
Salamanca	LOC
,	O
Hans	O
Gysser	O
,	O
1509	O
Buenos	LOC
Aires	LOC
,	O
Imprenta	O
del	O
Estado	O
,	O
1837	O
Buenos	LOC
Aires	LOC
,	O
Imprenta	O
del	O
Estado	O
,	O
1837	O
.	O
Tortosa	LOC
,	O
Imprenta	O
de	O
Francisco	PERS
Martorell	PERS
,	O
1634	O
.	O
Tortosa	LOC
,	O
en	O
la	O
imprenta	O
de	O
Francisco	PERS
Martorell	PERS
,	O
a	O
